app_name,price,avg_rating,rating_count,size_mb,primary_genre,content_rating,language_count,has_iap,has_support_url,min_ios,is_game_center,age_days,update_recency_days
Day One Journal: Private Diary,0.0,4.83171,113009,161.37728,Health & Fitness,4+,26,0,0,17.0,0,3577,1
Avocation - Habit Tracker,0.0,4.6475,939,20.033536,Productivity,4+,16,0,0,12.0,0,2163,878
Journal & Mental Health. Stoic,0.0,4.83064,32587,270.787584,Health & Fitness,4+,8,0,0,15.0,0,2927,9
Agile Habit Tracker,0.0,4.98485,132,227.913728,Productivity,4+,20,0,0,16.2,0,581,9
Habit-Tracker Routine Planner,0.0,5,14,5.682176,Utilities,4+,3,0,0,15.0,0,110,38
DayStamp - Habit Tracker,0.0,4.59524,462,158.811136,Productivity,4+,6,0,0,16.0,0,2427,60
Daily Habit & Routine Tracker,0.0,4.64093,4690,89.341952,Productivity,4+,36,0,0,15.6,0,2206,90
FocusFlow - Focus Todo Habit,0.0,4.61721,209,127.60064,Productivity,17+,6,0,0,10.0,0,1590,30
HabitMinder • Habit Tracker,0.0,4.62193,5692,51.99872,Health & Fitness,4+,13,0,0,15.0,0,2926,46
Check Calendar - Habit Tracker,0.0,4.76149,1044,42.541056,Productivity,4+,24,0,0,15.1,0,1668,2
HabitFree: Quit Now,0.0,5,1,36.653056,Medical,17+,1,0,0,15.1,0,300,1
Rabit - Daily Routine Planner,0.0,4.72021,193,101.052416,Health & Fitness,4+,7,0,0,12.0,0,2020,393
FrogCount - Habit Tracker,0.0,5,19,17.961984,Health & Fitness,4+,6,0,0,16.0,0,322,1
HabitPanda,0.0,4.71429,14,16.904192,Productivity,4+,1,0,0,12.0,0,2345,1147
Today Habit tracker,0.0,4.67936,3546,287.271936,Health & Fitness,4+,11,0,0,18.0,0,3544,14
Habit Breaker - Quitter,0.0,4.86207,29,80.73728,Health & Fitness,17+,34,0,0,17,0,641,120
Leap Habits - Habit Tracker,0.0,4.7907,86,87.308288,Productivity,4+,1,0,0,14.0,0,1992,1295
Tangerine: Self-care & Goals,0.0,4.7107,6609,95.059968,Health & Fitness,4+,9,0,0,17.0,0,2133,89
Systemize Habit Tracker,0.0,4.83333,6,78.481408,Productivity,4+,10,0,0,16.6,0,1733,13
Habit Tracker - Rabbit,0.0,4.63157,38,62.291968,Productivity,4+,1,0,0,16.1,0,1616,242
Days Since: Quit Habit Tracker,0.0,4.83087,16277,67.324928,Health & Fitness,12+,1,0,0,15.0,0,2287,2
MoHabit - habit tracking,0.0,4.73468,49,139.773952,Productivity,4+,3,0,0,10.0,0,2632,2193
Habit Tracker by Habit Mate,0.0,4.76363,55,137.43616,Productivity,4+,5,0,0,15.0,0,1665,87
DotHabit: Daily Habit Tracker,0.0,4.71171,111,43.450368,Health & Fitness,4+,14,0,0,15.1,0,2582,12
Habit Tracker - Habit Pixel,0.0,4.61111,18,251.927552,Productivity,4+,1,0,0,15.1,0,240,0
Weple Habit - Daily Routine,2.99,4.42856,14,31.838208,Productivity,4+,5,0,0,12.0,0,4398,60
Finale Habits: Daily Tracker,1.99,4.72444,225,6.23616,Productivity,4+,1,0,0,13.0,0,1786,1114
Habit Hopper: Goal Tracker,0.0,5,1,13.494272,Productivity,4+,1,0,0,15.0,0,2189,89
Habit Tracker n Pets: HabitYou,0.0,5,24,141.729792,Health & Fitness,12+,1,0,0,15.6,0,702,20
HabitLocation-Habit Builder,0.0,5,1,37.634048,Productivity,4+,1,0,0,15.0,0,349,210
Forte - Habit Tracker,0.0,4.47499,40,26.30656,Productivity,4+,1,0,0,16.0,0,1998,722
Habitual: Habit Streak Tracker,0.0,4.64286,14,41.407488,Health & Fitness,4+,1,0,0,13.0,0,2275,943
Habit Builder・Atomic Habits AI,0.0,4.75,16,53.716992,Productivity,4+,13,0,0,18.5,0,1060,19
My Habit - Tracker & Reminder,0.0,4.42307,52,61.410304,Productivity,4+,1,0,0,12.0,0,2638,518
Plusminus - Habit tracker,2.99,4.78571,56,97.444864,Productivity,4+,14,0,0,13.0,0,2545,994
Habit Tracker - Habitsy,0.0,5,3,12.0832,Productivity,4+,1,0,0,18.0,0,314,20
My Habits: Daily Habit Builder,0.0,4.33333,3,28.274688,Productivity,4+,1,0,0,9.0,0,4268,1787
Habit Star,0.0,5,13,32.712704,Productivity,4+,1,0,0,13.0,0,1873,678
Habit-Bull: Daily Goal Planner,0.0,4.6669,8067,54.955008,Productivity,12+,1,0,0,14.0,0,3686,509
66 Days - Habit Tracker,0.0,4,8,14.375936,Productivity,4+,11,0,0,18.0,0,2579,29
Habit Tracker - Spark habits,0.0,4.63157,19,41.790464,Health & Fitness,4+,2,0,0,17.0,0,737,402
Habit Tracker & Planner,0.0,5,1,287.84128,Utilities,17+,1,0,0,16.2,0,624,243
Habit Tracker: ShineDay Streak,0.0,4.70976,3156,180.943872,Productivity,4+,4,0,0,16.6,0,3031,2
GetHabit - Easy Habit Tracker,0.0,4.34788,6623,140.084224,Productivity,4+,5,0,0,13.0,0,1822,604
Flat Habits,5.99,4.89473,57,2.321408,Health & Fitness,4+,1,0,0,15.0,0,1709,625
Streaks – Daily Habit Tracker,0.0,5,1,44.05248,Productivity,4+,10,0,0,17.0,0,893,9
HabitLeader,0.0,5,3,86.412288,Productivity,17+,1,0,0,11.0,0,1214,874
HabitTap - Habit Tracker,0.0,4.65217,23,3.091456,Productivity,4+,1,0,0,13.1,0,2168,1300
Simple Habit Tracker,0.0,4.55172,435,22.539264,Productivity,4+,1,0,0,10.0,0,3256,2041
Habit Radar : Habit Tracker,0.0,4.69915,236,100.78208,Productivity,4+,6,0,0,16.6,0,582,49
Habit List,0.0,3.96053,304,4.943872,Productivity,4+,1,0,0,16.2,0,4940,685
Atomic - Habits & Routines,0.0,4.51281,195,252.457984,Productivity,4+,10,0,0,16.0,0,679,302
Habit Tracker l Daily To Dos,0.0,4.73332,270,25.925632,Productivity,4+,26,0,0,15.0,0,1107,391
Atomic: Habit Tracker,0.0,4.76923,13,40.834048,Productivity,4+,1,0,0,15.1,0,750,35
Proofs: Photo Habit Tracker,0.0,5,6,60.480512,Health & Fitness,4+,1,0,0,18.2,0,167,146
Habit Tracker - Motivated,0.0,4.54545,88,71.473152,Productivity,4+,19,0,0,15.0,0,709,35
Daily Habit Tracker - Routine,0.0,4.95652,23,19.593216,Productivity,4+,7,0,0,16.0,0,701,413
Habby – Bullet Journal & Habit,0.0,5,1,27.680768,Lifestyle,4+,1,0,0,15.1,0,309,176
HabitStop,0.0,4.53333,60,23.907328,Productivity,4+,1,0,0,11.0,0,2408,2363
HabitBoard - Habit Tracker,0.0,4.85714,7,140.128256,Productivity,4+,2,0,0,17.0,0,1165,66
Petual | Daily Habits,0.0,4.76596,47,9.97376,Productivity,4+,1,0,0,14.0,0,2161,682
Habit Versions - Tracker,0.0,5,1,26.493952,Productivity,4+,1,0,0,16.0,0,1418,682
Habit Builder,0.0,4.77778,9,40.123392,Productivity,4+,1,0,0,15.0,0,1345,374
Tappsk: ToDo & Habit Tracker,0.0,4.68926,959,85.53472,Productivity,4+,18,0,0,15.1,0,2528,14
Atomic habits+,0.0,4.39806,103,322.765824,Health & Fitness,4+,1,0,0,14.0,0,1208,287
Habit Tracker - TickOff,0.0,5,6,71.630848,Productivity,4+,1,0,0,15.5,0,350,31
Habit Check Calendar,0.0,4.90541,74,40.264704,Productivity,4+,24,0,0,15.1,0,1253,1
HabitLink: Habits with Friends,0.0,4.70833,24,106.062848,Productivity,4+,2,0,0,17.1,0,146,3
Habit: Daily routine tracker,0.0,4.90909,55,45.062144,Health & Fitness,4+,33,0,0,14.0,0,3441,180
Continuo - Habit Tracker,0.0,4.80797,276,17.045504,Productivity,4+,4,0,0,17.0,0,3726,53
HabitShare - Habit Tracker,0.0,4.59652,632,19.09248,Productivity,4+,1,0,0,13.0,0,3668,1027
Habit Hub: Routine & Schedule,0.0,4.65652,7983,20.985856,Productivity,4+,1,0,0,16.0,0,3331,0
1% Habit,4.99,4.53846,13,1.031168,Health & Fitness,4+,1,0,0,17.0,0,688,434
Habit Tracker - HabitStack,0.0,4.65574,122,170.882048,Productivity,4+,1,0,0,17.0,0,602,190
DailyReview - Habits Tracker,0.0,5,5,35.385344,Productivity,4+,2,0,0,11.0,0,3242,1961
Habits and Routines,0.0,3.66667,3,25.37984,Lifestyle,4+,1,0,0,11.0,0,3344,2878
Coach.me - Goals & Habits,0.0,3.50888,169,23.003136,Productivity,4+,1,0,0,12,0,4831,29
Habit Quest: RPG Habit Tracker,0.0,4.625,8,69.19168,Productivity,4+,1,0,0,15.1,0,428,7
Quitter - Daily Habit Tracker,0.0,4.4,15,9.901056,Health & Fitness,4+,2,0,0,13.0,0,2139,1611
Forfeit: Habit Contracts,0.0,4.74319,257,286.76608,Productivity,4+,1,0,0,17.4,0,1226,9
HabitDay,0.0,4.3,10,24.235008,Productivity,4+,2,0,0,9.0,0,2668,1004
Habit Hunter・RPG Habit Tracker,0.0,4.63026,760,112.44032,Games,4+,1,0,0,13.0,0,2524,53
Habit Tracker - HabitBox,0.0,4.46154,26,30.52032,Productivity,4+,1,0,0,15.1,0,358,55
Lilith - Habit Widgets,0.0,5,3,7.218176,Lifestyle,4+,10,0,0,17.0,0,262,89
Squad Atomic Habits & Streaks,0.0,4.51786,56,51.571712,Productivity,4+,1,0,0,15.0,0,1058,205
Habit Tracker: Atomic Habits,0.0,5,3,40.219648,Productivity,4+,1,0,0,16.0,0,284,191
ManyHats — Habit Tracker,0.0,4.89655,29,35.26144,Productivity,4+,1,0,0,11.0,0,2148,1779
Habit Tracker - Habit Rewards,0.0,4.69643,112,69.22752,Productivity,4+,1,0,0,14.0.0,0,562,2
Atomic Habit Tracker HabitEase,0.0,4.90909,11,22.04672,Productivity,4+,8,0,0,17.0,0,1370,260
HabitApp daily habit checklist,0.0,4.625,8,80.758784,Productivity,4+,1,0,0,17.4,0,1932,10
Smile Todo - Time Management,0.0,4.8686,16667,88.625152,Productivity,4+,6,0,0,15.6,0,1751,8
iHabit-habit tracker,0.0,4.88235,17,1.65376,Productivity,17+,2,0,0,15,0,3686,116
Habit Tracker & Reminder -Rise,0.0,4.5,6,39.404544,Productivity,4+,2,0,0,13.0,0,1740,1537
NoMore - Quit Your Bad Habit,0.0,4.25,4,2.332672,Lifestyle,4+,2,0,0,16.0,0,460,61
TickTick:To-Do List & Calendar,0.0,4.85862,39078,285.741056,Productivity,4+,38,0,0,15.5,0,4536,0
"Habitudes, daily habit tracker",0.0,4.35294,17,30.066688,Lifestyle,4+,33,0,0,15.0,0,983,88
Habicy: Social Habit Tracker,0.0,5,1,116.279296,Lifestyle,4+,1,0,0,14.0,0,490,35
Grow - Habit Builder,0.0,5,5,41.352192,Productivity,4+,1,0,0,11.1,0,2563,2398
Mini Day: Good Habits,0.0,5,1,23.223296,Productivity,4+,44,0,0,15.6,0,484,130
Routick - Habit ToDo,0.0,4,5,39.708672,Productivity,4+,2,0,0,13.0,0,2294,480
Ultiself | Self-Improvement,0.0,4.33749,3606,261.117952,Health & Fitness,4+,10,0,0,15.0,0,2018,14
Rooted - Habit Tracker,0.0,5,1,57.50784,Productivity,4+,1,0,0,12.0,0,598,273
Pixelist - Habit Tracker,0.0,4.88,100,33.340416,Productivity,4+,1,0,0,11.0,0,2082,1968
Habits Garden: Upgrade life,0.0,5,18,50.19648,Productivity,4+,1,0,0,13.0,0,1031,405
Habit Manager by Arootah,0.0,4.34783,23,35.56864,Productivity,4+,1,0,0,13.0,0,801,16
Streak: Habit Tracker,0.0,4.5,2,1.765376,Productivity,4+,1,0,0,17.4,0,428,78
Habit Tracker - Habit Diary,0.0,3.66667,3,51.295232,Productivity,4+,9,0,0,11.0,0,1553,657
Radish - Making Habits,0.0,4,9,10.144768,Health & Fitness,12+,2,0,0,16.0,0,2794,42
HabitBe - Weekly Habit Tracker,0.0,4.44827,29,42.129408,Productivity,4+,3,0,0,17.0,0,1865,10
Habit Tracker Daily Routine,0.0,5,3,2.746368,Productivity,4+,1,0,0,18.0,0,695,65
Charm - Habit Tracker,0.0,5,2,61.345792,Productivity,4+,1,0,0,14.0,0,1781,1486
Habit Tracker - RoutineLock,0.0,5,3,13.435904,Productivity,4+,1,0,0,16.0,0,32,30
Sup - Better Habits,0.0,4.5373,5053,70.479872,Health & Fitness,12+,50,0,0,16,0,3086,20
Habio - Daily Habit Tracker,0.0,4.28911,3957,84.7872,Health & Fitness,4+,1,0,0,13.4,0,1870,554
Habit Tracker: Habit Streak,0.0,4.72973,37,70.115328,Productivity,4+,21,0,0,15.1,0,507,24
Duse - Habit Tracker,0.0,4.5625,16,46.67904,Productivity,4+,15,0,0,16.6,0,261,6
Winable: Winning Habit Tracker,0.0,5,12,56.69888,Productivity,12+,1,0,0,14.0.0,0,676,122
Happy Habits - Habit Tracker,0.0,4.67441,43,13.674496,Productivity,4+,1,0,0,13.0,0,2009,1721
Track daily activity or habits,0.0,4.82759,29,77.549568,Lifestyle,4+,7,0,0,15.0,0,1944,20
Elevate: Daily Planner&Habit,0.0,3.91667,12,41.296896,Productivity,4+,5,0,0,16.0,0,646,147
Habitime - Daily Habit Tracker,0.0,4.91176,34,36.800512,Productivity,4+,2,0,0,14.0,0,752,304
Habit Mentor - Self Discipline,0.0,4.375,8,13.229056,Health & Fitness,4+,1,0,0,13.0,0,1933,651
HabitDots - Life&Habit Tracker,0.0,4.75,4,36.791296,Productivity,4+,2,0,0,12.0,0,632,367
Routine Planner : Small Habit,0.0,4.89655,29,45.082624,Productivity,4+,1,0,0,17.6,0,1052,73
Habits: Don't Break The Chain,0.0,5,4,27.010048,Productivity,4+,1,0,0,15.1,0,252,218
Build & Break - Habit Garden,0.0,5,1,72.881152,Productivity,12+,1,0,0,14,0,62,31
WillPower: Habit Timer,0.0,4.57143,49,4.594688,Productivity,4+,15,0,0,15.0,0,3838,17
One's Habit - Habit Tracker,0.0,5,6,62.123008,Productivity,4+,1,0,0,15.0,0,1512,246
Badabits - Stop kid bad habits,0.0,4.5,16,90.412032,Education,4+,1,0,0,9.0,0,2036,2011
Daily Habits - Habit Tracker,0.0,4.39322,295,35.218432,Productivity,4+,1,0,0,11.0,0,3306,1647
HabiDo,0.0,4.25,8,141.801472,Lifestyle,4+,1,0,0,13.0,0,1494,423
Build Habits Slowly,0.0,5,4,30.097408,Health & Fitness,4+,1,0,0,15.1,0,1464,27
Ehabit:Habit Tracker & Planner,0.0,5,2,2.394112,Productivity,4+,8,0,0,17.0,0,50,10
HabitGlass: The Habit Tracker,0.0,5,2,59.879424,Productivity,4+,1,0,0,17.0,0,69,45
Habit Circle,0.0,5,1,2.031616,Productivity,4+,2,0,0,17.0,0,722,481
I Didn‘t - Not a Habit Tracker,0.0,4,1,27.927552,Productivity,4+,1,0,0,14.5,0,855,524
HabitX – Habit & Goal Tracker,0.0,4.73332,30,22.412288,Productivity,4+,1,0,0,15.6,0,2235,57
Clooock In - Habit Tracker,0.0,4.42856,7,19.620864,Productivity,4+,3,0,0,9.0,0,1962,738
Smart Habit - Progress Streaks,0.0,4.85246,61,12.07808,Lifestyle,12+,2,0,0,15.0,0,1674,249
Habit Tracker Grid,0.0,4.4878,123,49.732608,Productivity,4+,3,0,0,17.0,0,429,5
Simple Habits - Habit Tracker,0.0,4.54167,24,5.182464,Productivity,4+,1,0,0,17.0,0,4781,91
Days Without: Break Bad Habits,0.0,5,3,18.018304,Productivity,4+,1,0,0,13.6,0,388,165
HabitHero: Kid Routine Tracker,0.0,5,2,6.070272,Productivity,4+,10,0,0,9.0,0,1147,158
Confetti Habits,0.0,4.40506,79,44.32896,Productivity,4+,1,0,0,9.0,0,1786,1785
HabitDone -Daily Habit Tracker,0.0,4.69841,126,61.789184,Productivity,4+,5,0,0,12.0,0,670,341
"Focus Friend, by Hank Green",0.0,4.72763,3275,462.047232,Productivity,9+,1,0,0,13.0,0,120,5
Firefox Focus: Privacy browser,0.0,4.66059,77375,85.016576,Utilities,17+,75,0,0,15.0,0,3634,66
Flora - Green Focus,0.0,4.75824,80489,697.358336,Productivity,4+,3,0,0,16.4,0,2996,0
Focus - Userscripts & Player,0.0,4.68857,1872,33.946624,Utilities,17+,16,0,0,13.0,0,1232,2
BPS Focus,0.0,1.72593,270,16.804864,Education,4+,1,0,0,13.4,0,2568,499
Focus Traveller - Flow Timer,0.0,4.88142,3137,777.358336,Productivity,4+,7,0,0,16.2,1,1612,26
Focus Keeper - Pomodoro Timer,0.0,4.79833,30715,466.12992,Productivity,4+,12,0,0,16.0,0,4218,1
Forest: Focus for Productivity,3.99,4.83187,46233,775.550976,Productivity,4+,14,0,0,16.0,0,4212,1
Focos,0.0,4.72541,51219,345.777152,Photo & Video,4+,34,0,0,14.0,0,2942,58
Focus To-Do: Focus Timer&Tasks,0.0,4.80614,14031,123.025408,Productivity,4+,28,0,0,9.0,0,3916,292
Study Bunny: Focus Timer,0.0,4.72265,18666,128.997376,Productivity,4+,1,0,0,12.0,0,2262,338
Pomodoro - Focus Timer,0.0,4.74592,10540,121.872384,Productivity,4+,3,0,0,15.0,0,3030,129
Focus Tree: Timer & Flashcards,0.0,4.69334,3587,243.825664,Education,4+,4,0,0,16.1,0,1123,1
FocusPomo · Pomodoro Timer,0.0,4.76532,5791,129.106944,Productivity,4+,6,0,0,16.0,0,1914,16
Opal: Screen Time Control,0.0,4.78838,60508,234.472448,Productivity,4+,6,0,0,17.0,0,1801,2
Focus Plant: Forest phone lock,0.0,4.72247,5131,297.432064,Productivity,4+,13,0,0,11.0,1,2271,53
Focus - Timer for Productivity,0.0,4.40948,1646,213.387264,Productivity,4+,7,0,0,17.0,0,3873,7
FocusFlight - Deepfocus Timer,0.0,4.89018,4098,163.803136,Productivity,4+,6,0,0,17.0,0,303,16
Flipd: focus & study timer,0.0,4.51419,6873,100.14208,Productivity,4+,2,0,0,13.0,0,3521,268
Exocus | Painless Focus,0.0,4.86047,43,65.94048,Productivity,4+,3,0,0,13.0,0,588,9
Be Focused – Focus Timer,0.0,4.71354,4259,43.660288,Productivity,4+,1,0,0,15.0,0,3892,219
Cat On Chair - Focus Timer,0.0,4.89583,48,495.357952,Productivity,4+,7,0,0,17.0,0,85,9
Flow: Focus & Pomodoro Timer,0.0,4.77931,1595,64.251904,Productivity,4+,19,0,0,17.2,0,2601,27
one sec | screen time + focus,0.0,4.83699,21484,208.086016,Productivity,4+,30,0,0,15.0,0,1878,44
Plantie - Stay focused,0.0,4.7237,1911,90.962944,Productivity,4+,18,0,0,16.6,0,3141,85
Emphasis: Flow & Focus Timer,0.0,4.67243,1041,67.001344,Productivity,4+,1,0,0,17.0,0,4313,7
Focus Tomato - Let's focus now,0.0,4.89509,1630,111.939584,Productivity,9+,3,0,0,16.6,0,2270,17
Focus timer - time keeper,0.0,4.60804,1518,44.171264,Productivity,4+,33,0,0,11.0,0,3103,423
Brain.fm: Focus & Sleep Music,0.0,4.52956,4702,132.846592,Productivity,4+,1,0,0,15.1,0,3333,10
Be Focused Pro - Focus Timer,12.99,4.63593,2961,43.72992,Productivity,4+,1,0,0,15.0,0,3949,217
FLIP - Focus Timer for Study,0.0,4.52784,862,146.910208,Education,4+,11,0,0,15.0,0,2575,0
Focus Hero: Achieve your Goals,0.0,4.55002,2938,179.536896,Productivity,9+,1,0,0,15.0,0,586,114
Focus: Pomodoro Study Timer,0.0,4.82609,115,47.079424,Education,4+,32,0,0,14.0,0,2710,2
Ultimate Focus - Visual Timer,0.0,4.74576,118,93.022208,Productivity,4+,6,0,0,15.0,0,1029,9
BlockSite: Block Apps & Focus,0.0,4.22021,5522,98.62144,Productivity,4+,1,0,0,16.0,0,2272,1
Focused Pupa - Earn PupaCoin,0.0,4,3,119.983104,Productivity,12+,2,0,0,13.0,0,1547,491
iHour - Focus Time Tracker,0.0,4.80958,793,370.622464,Productivity,4+,3,0,0,12.0,0,4466,55
LocasFocus: Social Focus Timer,0.0,4.25,4,138.333184,Productivity,4+,1,0,0,17.0,0,259,4
Pomodoro & Focus Timer - DEEP,0.0,4.23529,85,75.511808,Productivity,4+,1,0,0,15.0,0,1731,260
Focus Dog: Productivity Timer,0.0,4.697,868,82.940928,Productivity,4+,8,0,0,12.0,0,2862,301
Pomodoro Timer: Stay Focused,0.0,4.66667,663,43.446272,Productivity,4+,1,0,0,13.0,0,4244,587
My Little Pomodoro: Focus,0.0,4.86,50,225.975296,Productivity,4+,15,0,0,12.0,0,118,22
Focus Level,0.0,5,3,16.159744,Productivity,4+,2,0,0,13.0,0,1695,1121
OffScreen: Screen Time Control,0.0,4.47973,2368,120.281088,Health & Fitness,4+,3,0,0,13.0,0,2263,14
POKA Focus,0.99,3.75,4,27.8272,Productivity,4+,2,0,0,12.0,0,2234,1603
Sue’s Focus Travel,0.0,4.78817,203,72.506368,Productivity,4+,3,0,0,13.0,0,1449,1433
Focus - Control Screen Time,0.0,4.75,16,59.148288,Productivity,4+,33,0,0,18.0,0,1005,23
Pomocat - Adorable Focus Timer,0.0,4.86721,369,150.339584,Productivity,4+,1,0,0,15.0,0,854,2
Freedom: Screen Time Control,0.0,4.37317,4711,55.211008,Productivity,4+,2,0,0,16.1,0,2581,8
ChickFocus: Pomodoro Timer,0.0,4.77406,478,100.315136,Productivity,9+,5,0,0,13.0,0,1148,0
"Focus Space: Work, Study Timer",0.0,4.68519,54,91.419648,Productivity,4+,1,0,0,17.0,0,1149,151
BePresent: Screen Time Control,0.0,4.83913,22018,149.90848,Productivity,4+,1,0,0,16.0,0,1148,0
FocusCommit - Pomodoro Timer,0.0,4.17647,17,35.941376,Productivity,4+,1,0,0,15.0,0,2174,287
Just Focus - Focus Timer,0.0,4.73723,137,40.531968,Productivity,4+,3,0,0,10.0,0,2769,2547
Bluebird Focus Timer,0.0,4.78864,511,18.516992,Productivity,4+,12,0,0,15.6,0,2232,13
Jomo - Screen Time Blocker,0.0,4.7341,1557,195.841024,Productivity,4+,10,0,0,16.0,0,1131,16
Focus Noodles-Study timer,3.99,4.74054,185,210.624512,Productivity,4+,17,0,0,12.0,0,2095,307
Focus: Study Timer,0.0,4.66667,48,55.555072,Productivity,17+,1,0,0,15.6,0,1366,2
Focus Clock,0.0,4.17647,17,58.687488,Utilities,17+,9,0,0,11.0,0,1966,211
Zario: Screen Time & Focus AI,0.0,4.59999,55,187.297792,Productivity,4+,1,0,0,17.0,0,1343,238
Yoodoo: ADHD Planner & Focus,0.0,4.125,64,101.878784,Productivity,4+,1,0,0,13,0,1073,2
"Tiny Timer: Focus, Study, Work",0.0,4.61111,18,66.3296,Productivity,4+,9,0,0,17.6,0,1730,48
Time To Focus,0.0,5,1,1.7152,Productivity,4+,1,0,0,17.0,0,1012,320
Age of Pomodoro: Focus timer,0.0,4.8835,103,165.768192,Productivity,4+,11,0,0,11.0,1,346,233
Flow - Focus & Study Timer,0.0,4.75676,37,3.306496,Productivity,4+,0,0,0,18.0,0,1596,43
Pomodoro Timer: One Thing,0.0,4.73653,167,89.736192,Productivity,4+,5,0,0,17.0,0,567,1
Intentify: Daily Focus App,0.0,5,4,15.199232,Productivity,4+,1,0,0,14.0,0,1614,1604
Focus Tomato 2: Pomodoro Timer,0.0,5,4,41.044992,Productivity,4+,3,0,0,17.6,0,105,17
FocusBox - TimeBox Focus Timer,0.0,3.92308,13,14.327808,Lifestyle,4+,3,0,0,16,0,2154,0
Session Pomodoro Focus Timer,0.0,4.78198,344,101.28384,Productivity,4+,23,0,0,13.4,0,1939,14
JING Focus - Calm Down & Focus,0.0,4.65318,173,72.242176,Productivity,4+,2,0,0,11.0,0,3497,1284
FocusPasta | Focus Timer,0.0,4.5,2,24.172544,Productivity,4+,1,0,0,16.3,0,323,301
Focus Farm: Study Timer,0.0,4.83333,6,91.58656,Productivity,4+,1,0,0,18.2,0,147,91
Focus Bubble: Focus Together,0.0,5,1,17.788928,Productivity,4+,1,0,0,18.0,0,35,28
"Focus Timer, App Block - FIFTN",0.0,5,1,10.637312,Productivity,4+,1,0,0,17.6,0,17,16
Finding Focus,0.0,4.63,100,75.543552,Productivity,4+,1,0,0,15.1,0,2659,105
Pomodoro Focus Timer: Balance,0.0,4.63999,25,36.606976,Productivity,4+,1,0,0,17.0,0,937,40
Sharper: Focus Timer,0.0,5,1,65.533952,Productivity,4+,1,0,0,16.0,0,48,8
PomoLite - Focus Timer Keeper,0.0,4.85714,7,7.651328,Productivity,4+,2,0,0,16.1,0,547,458
BUSY – Advanced Focus Timer,0.0,4,8,38.541312,Productivity,4+,3,0,0,18.0,0,248,27
Focus Quest: Study buddy,0.0,4.71014,483,248.18176,Productivity,12+,2,0,0,11.0,0,1725,0
Focus Italia,0.0,4.59999,10,89.464832,News,12+,1,0,0,12.0,0,4590,259
FabFocus - Portrait Mode Blur,3.99,4.72061,6006,20.24448,Photo & Video,4+,8,0,0,11.0,0,3319,2088
Distractionless Focus Timer,0.99,4.14286,7,1.313792,Productivity,4+,1,0,0,13.0,0,1989,688
Foqos,0.0,4.88511,470,8.48896,Productivity,4+,1,0,0,17.6,0,385,6
Repeat Timer: Interval Remind,0.0,4.54934,6819,61.490176,Utilities,4+,1,0,0,14.0,0,5111,2
Helm - Your Focus Companion,0.0,5,3,39.94112,Productivity,4+,1,0,0,16.0,0,97,1
Focus Time Activity Tracker,5.99,4.46154,13,14.446592,Productivity,4+,5,0,0,16.0,0,5839,702
Study Timer: Focus & Pomodoro,0.0,4.75,12,452.873216,Education,4+,2,0,0,15.0,0,1059,0
Clarymind: Screen Time + Focus,0.0,4.72973,37,222.144512,Health & Fitness,4+,3,0,0,16.4,0,715,4
AirFocus,0.0,5,2,107.889664,Productivity,4+,1,0,0,17,0,28,18
Phone Jail - Tools for Focus,0.0,5,4,97.774592,Productivity,4+,1,0,0,17.6,0,100,2
Focus Builder,69.99,4.22222,18,53.885952,Medical,12+,0,0,0,8.0,0,4695,349
Pomodoro Hero: Focus Timer,0.0,4.71929,114,110.27968,Productivity,4+,1,0,0,10.2,0,1793,1220
Breaktime: Focus App Blocker,0.0,4.78788,33,18.169856,Productivity,4+,1,0,0,17.0,0,102,0
Focus Up: AI Focus Timer,0.0,4,1,39.061504,Productivity,4+,1,0,0,17.6,0,299,62
FocusTimer - Pomodoro & ToDo,0.0,4.55556,27,30.833664,Productivity,4+,6,0,0,12.0,0,2478,1830
Be Present: Focus Sound &Timer,0.0,4.74737,95,140.440576,Productivity,4+,1,0,0,16.2,0,538,34
Focus@Will: Control Your ADD,0.0,4.17051,651,59.035648,Productivity,9+,1,0,0,11.0,0,4562,1177
DayNinja - Flow & Focus Timer+,0.0,4,4,52.425728,Productivity,4+,0,0,0,11.0,0,3256,1584
Focusability: Stop Daydreaming,0.0,5,5,43.11552,Productivity,12+,1,0,0,16.2,0,1058,115
Focused Work - Pomodoro Timer,0.0,4.72835,589,154.985472,Productivity,4+,1,0,0,16.0,0,1899,94
Focusing - Keep focused,0.0,4.39655,58,56.82176,Productivity,4+,2,0,0,10.0,0,2151,2079
Circle: stay focused,1.99,4.5,2,9.52832,Education,4+,22,0,0,12.0,0,3102,1006
Focus Timer - Work With Friend,0.0,3.9,10,154.308608,Productivity,4+,8,0,0,13.0,0,809,48
Tiimo: AI Planner & To-do,0.0,4.54047,8648,243.59936,Productivity,4+,23,0,0,17.0,0,2215,0
Focus Timer & To-Do: ELmNTS,0.0,4.79244,53,137.854976,Productivity,4+,1,0,0,17.4,0,463,196
Power Focus - Work Break Timer,0.0,4.6967,455,6.244352,Productivity,4+,10,0,0,15.0,0,3926,1340
Saplingy - Stay Focused,0.0,4.47541,61,21.310464,Productivity,4+,2,0,0,11.0,1,3215,2527
Focus on the Family App,0.0,4.17671,249,52.43904,Education,4+,5,0,0,15.1,0,5646,8
Engross: Focus Timer & To-Do,0.0,4.56098,41,49.32608,Productivity,4+,6,0,0,16.6,0,2133,41
